"gene_name","gene_ort","TDN_num_patients","TP_num_patients","TDN_num_sites","TP_num_sites","TDN_peak_abund","TP_peak_abund","TDN_peak_relAbund","TP_peak_relAbund","abund_gini","long_count","max_geneDist","genomic_range","ort_fisher_test","On_Onco_List","Top_1pc_Abund","Top_10pc_Abund","Within_Cluster","Cluster_target.min"
"LOC101926913","-",3,2,3,2,1,1,0.05,0.226244343891403,0,1,15483,53495,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101926933","+",22,5,27,6,3,2,0.0848176420695505,0.353356890459364,0.119047619047619,1,0,23192,0.37005912689679,FALSE,FALSE,TRUE,FALSE,NA
"LOC101926935","-",0,1,0,1,0,1,0,0.127713920817369,0,1,42743,25896765,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101926942","-",1,2,1,2,1,1,0.0228102189781022,0.133689839572192,0,1,52723,192361,1,FALSE,FALSE,TRUE,FALSE,NA
"LOC101926948","+",48,14,73,20,2,4,0.119047619047619,22.2222222222222,0.232142857142858,1,13789,12000,0.799270069066387,FALSE,FALSE,FALSE,FALSE,NA
"LOC101926960","-",1,3,1,3,1,1,0.025419420437214,0.298507462686567,0,1,50480,55848,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101926964","-",1,1,1,1,1,1,0.0428082191780822,0.164203612479475,0,1,0,29702,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927020","+",1,0,1,0,2,0,0.0641848523748395,0,0,0,6968,49804570,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927021","+",8,3,9,3,1,1,0.05,0.404858299595142,0,1,4789,8833,1,FALSE,FALSE,TRUE,FALSE,NA
"LOC101927027","+",8,1,8,1,2,1,0.0932835820895522,0.0277315585135885,0,1,0,14433,1,FALSE,FALSE,TRUE,FALSE,NA
"LOC101927040","-",1,1,1,2,1,1,0.0137117784176608,0.374531835205993,0,1,0,27151,0.333333333333333,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927043","-",3,1,3,1,2,1,0.100250626566416,0.546448087431694,0,1,0,52074,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927045","+",4,0,4,0,2,0,0.13531799729364,0,0,0,0,24484706,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927050","-",5,3,5,3,1,1,0.0590667454223272,0.602409638554217,0,1,554289,934204,0.464285714285714,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927051","-",0,1,0,1,0,1,0,0.613496932515337,0,1,0,37657289,1,FALSE,FALSE,TRUE,FALSE,NA
"LOC101927056","-",1,1,1,1,1,1,0.0228258388495777,0.0735294117647059,0,1,10662,68565,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927066","-",1,2,1,2,1,1,0.0194287934719254,0.338983050847458,0,1,0,101568,0.333333333333333,FALSE,FALSE,TRUE,FALSE,NA
"LOC101927070","-",8,1,8,1,1,1,0.106382978723404,0.0131164742917104,0,1,14073,21935,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927078","-",1,3,1,3,1,1,0.0432338953739732,1.04166666666667,0,1,98452,313696,1,FALSE,FALSE,TRUE,FALSE,NA
"LOC101927079","+",1,3,1,3,1,1,0.0862812769628991,0.139664804469274,0,1,7689,89873,1,FALSE,FALSE,TRUE,FALSE,NA
"LOC101927120","+",1,0,1,0,1,0,0.0249687890137328,0,0,0,29766,56818710,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927124","+",8,0,8,0,1,0,0.199203187250996,0,0,0,0,31449255,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927131","+",2,1,2,1,1,1,0.10482180293501,0.564971751412429,0,1,43624,78755,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927136","-",3,1,3,1,1,2,0.0649772579597141,0.045662100456621,0,1,26365,18950,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927141","+",4,8,4,11,1,1,0.051440329218107,0.512820512820513,4.44089209850063e-16,1,528893,754657,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927151","+",13,8,13,8,2,31,0.0766283524904215,50,0.679878048780488,4,204162,431911,1,FALSE,TRUE,TRUE,FALSE,NA
"LOC101927157","+",3,2,3,2,1,2,0.05,0.246913580246914,0.166666666666667,1,0,67723,0.4,FALSE,FALSE,TRUE,FALSE,NA
"LOC101927164","+",0,1,0,1,0,1,0,0.0198059021588433,0,1,0,224227205,1,FALSE,FALSE,TRUE,FALSE,NA
"LOC101927166","+",7,1,7,1,2,1,0.0686106346483705,0.0341530054644809,0,1,3728,14444,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927168","-",0,1,0,2,0,1,0,0.141643059490085,0,1,44476,6695148,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927178","+",8,8,9,10,1,3,0.0300210147102972,0.529100529100529,0.15,1,0,26764,0.369849964277209,FALSE,TRUE,TRUE,FALSE,NA
"LOC101927179","+",26,17,34,23,2,3,0.172711571675302,0.540540540540541,0.107023411371237,2,0,48883,0.407282655495792,FALSE,FALSE,TRUE,FALSE,NA
"LOC101927189","+",2,1,2,1,1,1,0.0440917107583774,0.29940119760479,0,1,2522,17700,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927190","-",4,0,4,0,1,0,0.0510464522715671,0,0,0,16891,116391462,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927196","-",6,6,6,6,1,2,0.119189511323004,0.3584229390681,0.166666666666667,1,274173,162985,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927237","-",8,6,8,6,2,1,0.176678445229682,0.62111801242236,0,1,438612,465387,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927243","+",3,2,3,2,1,1,0.117647058823529,0.106837606837607,0,1,45832,43878,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927248","-",0,1,0,1,0,1,0,0.117785630153121,0,1,24154,94680588,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927267","-",2,0,2,0,1,0,0.0342700479780672,0,0,0,0,49320244,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927269","-",13,0,14,0,1,0,0.0495049504950495,0,0,0,69406,80416414,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927284","+",0,4,0,4,0,1,0,0.50251256281407,0,1,0,94890551,1,FALSE,FALSE,TRUE,FALSE,NA
"LOC101927314","+",4,6,4,6,1,1,0.119189511323004,0.202839756592292,0,1,0,358183,1,FALSE,FALSE,TRUE,FALSE,NA
"LOC101927322","-",3,1,3,1,1,1,0.0294204177699323,0.033255736614566,0,1,18857,12761,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927342","+",4,0,5,0,1,0,0.0766283524904215,0,0,0,38698,76025117,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927354","+",5,6,5,6,1,2,0.100200400801603,0.151975683890578,0.119047619047619,1,28066,53009,0.242424242424242,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927358","+",16,6,21,8,3,5,0.153139356814701,0.108873162765378,0.321428571428572,1,466692,507300,0.408347108497034,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927359","-",4,3,4,3,1,1,0.06765899864682,0.205338809034908,0,1,150114,192275,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927365","+",1,2,1,2,2,1,0.0270489586150933,0.0198886237072395,0,1,0,3790,0.333333333333333,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927378","+",6,5,7,6,1,2,0.0646830530401035,0.574712643678161,0.119047619047619,1,203163,422265,1,FALSE,FALSE,TRUE,FALSE,NA
"LOC101927391","-",0,1,0,1,0,1,0,0.478468899521531,0,1,0,7565873,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927394","-",13,4,14,4,2,3,0.383141762452107,0.869565217391304,0.25,1,104538,258433,0.245098039215686,FALSE,FALSE,TRUE,FALSE,NA
"LOC101927415","-",1,2,1,2,1,1,0.0311915159076731,0.127713920817369,0,1,4599,2979,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927419","-",0,2,0,2,0,1,0,0.304878048780488,0,1,37094,101300645,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927420","-",1,0,1,0,1,0,0.0282725473565168,0,0,0,29553,87121868,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927421","+",3,3,3,3,1,1,0.0412201154163232,0.185185185185185,0,1,97902,440131,1,FALSE,FALSE,FALSE,FALSE,NA
