"gene_name","gene_ort","TDN_num_patients","TP_num_patients","TDN_num_sites","TP_num_sites","TDN_peak_abund","TP_peak_abund","TDN_peak_relAbund","TP_peak_relAbund","abund_gini","long_count","max_geneDist","genomic_range","ort_fisher_test","On_Onco_List","Top_1pc_Abund","Top_10pc_Abund","Within_Cluster","Cluster_target.min"
"ABHD17C","+",1,1,1,1,1,1,0.000217580504786771,0.00087260034904014,0,1,0,29149,1,FALSE,FALSE,FALSE,FALSE,NA
"ABHD18","+",0,5,0,6,0,1,0,0.0125,0,1,3458,128043169,1,FALSE,FALSE,TRUE,FALSE,NA
"ABHD2","+",2,3,2,3,1,1,0.000282406099971759,0.010989010989011,0,1,0,92218,1,TRUE,FALSE,TRUE,FALSE,NA
"ABHD3","-",0,1,0,1,0,1,0,0.000354233085370174,0,1,0,21666329,1,FALSE,FALSE,FALSE,FALSE,NA
"ABHD5","+",1,0,1,0,1,0,0.00105820105820106,0,0,0,26618,43749343,1,FALSE,FALSE,FALSE,FALSE,NA
"ABHD8","-",0,1,0,1,0,1,0,0.000410004100041,0,1,0,17296676,1,FALSE,FALSE,FALSE,FALSE,NA
"ABI1","-",2,3,2,4,1,2,0.000477326968973747,0.00471698113207547,0.166666666666667,1,0,33825,1,TRUE,FALSE,TRUE,FALSE,NA
"ABI2","+",5,3,5,4,1,2,0.000477326968973747,0.00510204081632653,0.15,1,292,92903,0.523809523809524,FALSE,FALSE,TRUE,FALSE,NA
"ABI3","+",1,0,1,0,1,0,0.000509164969450102,0,0,0,0,49220932,1,FALSE,FALSE,FALSE,FALSE,NA
"ABI3BP","-",1,1,1,1,1,1,0.000722021660649819,0.0036231884057971,0,1,104153,195476,1,FALSE,FALSE,FALSE,FALSE,NA
"ABL1","+",9,5,10,12,1,4,0.000958772770853308,0.00898876404494382,0.21875,1,0,155942,0.0995327192661961,TRUE,FALSE,TRUE,FALSE,NA
"ABL2","-",4,1,4,2,1,1,0.000495785820525533,0.000354233085370174,0,1,0,95408,1,TRUE,FALSE,TRUE,FALSE,NA
"ABLIM1","-",3,4,3,9,1,6,0.000495785820525533,0.00230591852421214,0.366013071895425,2,0,180304,0.0454545454545455,FALSE,FALSE,TRUE,FALSE,NA
"ABLIM2","-",0,1,0,1,0,1,0,0.00429184549356223,0,1,0,7977664,1,FALSE,FALSE,FALSE,FALSE,NA
"ABO","-",0,1,0,1,0,3,0,0.000189873417721519,0,1,0,133265227,1,TRUE,FALSE,FALSE,FALSE,NA
"ABR","-",6,3,6,3,1,1,0.000958772770853308,0.00222222222222222,0,1,0,204218,1,TRUE,FALSE,FALSE,FALSE,NA
"ABRA","-",0,1,0,1,0,1,0,0.00045004500450045,0,1,27566,106797810,1,FALSE,FALSE,FALSE,FALSE,NA
