"timepoint","num_UniqueSites","num_UniqueSites_CR","num_UniqueSites_NR","num_Patients","num_Patients_CR","num_Patients_NR","estAbund","relAbund","refSeq_counts.10k","refSeq_counts.100k","refSeq_counts.1M","GC.100","GC.1k","GC.10k","GC.100k","GC.1M","CpG_counts.1k","CpG_counts.10k","CpG_density.10k","CpG_density.100k","CpG_density.1M","DNaseI_count.1k","DNaseI_count.10k","DNaseI_count.100k","DNaseI_count.1M","hg38.10k...34","hg38.10k...35","hg38.10k...36","hg38.10k...37","hg38.10k...38","hg38.10k...39","hg38.10k...40","hg38.10k...41","hg38.10k...42","hg38.10k...43","hg38.10k...44","hg38.10k...45","hg38.10k...46","hg38.10k...47","hg38.10k...48","hg38.10k...49","hg38.10k...50","hg38.10k...51","hg38.10k...52","hg38.10k...53","hg38.10k...54","hg38.10k...55","hg38.10k...56","hg38.10k...57","hg38.10k...58","hg38.10k...59","hg38.10k...60","hg38.10k...61","hg38.10k...62","hg38.10k...63","hg38.10k...64","hg38.10k...65","hg38.10k...66","hg38.10k...67","hg38.10k...68","hg38.10k...69","hg38.10k...70","hg38.10k...71","hg38.10k...72","hg38.10k...73","hg38.10k...74","hg38.10k...75","hg38.10k...76","hg38.10k...77","hg38.10k...78","hg38.10k...79","hg38.10k...80","hg38.10k...81","hg38.10k...82","hg38.10k...83","hg38.10k...84","hg38.10k...85","hg38.10k...86","hg38.10k...87","hg38.10k...88","hg38.10k...89","hg38.10k...90","hg38.10k...91","hg38.10k...92","hg38.10k...93","clustersRepresented","numSitesInClusters","abundInClusters"
"d121",108,108,0,1,0,0,11.7614678899083,0.0182990329779321,1.75229357798165,4.02752293577982,31.9908256880734,0.495504587155963,0.462917431192661,0.447735976232659,0.44118290153673,0.434454249261018,0.00925925925925926,0.138888888888889,0.0000138888888888889,0.0000165740740740741,0.0000159259259259259,1.31481481481481,9.76851851851852,91.5833333333333,864.703703703704,65.1467889908257,88.5229357798165,553.648148148148,0.0925925925925926,0.0555555555555556,0,32.0642201834862,17.0183486238532,8.13761467889908,27.3302752293578,17.2752293577982,15.3302752293578,23.2385321100917,13.6330275229358,45.8348623853211,16.4403669724771,22.1376146788991,10.5137614678899,14.5137614678899,44.5779816513761,35.954128440367,34.0642201834862,21.1651376146789,38.2935779816514,65.1834862385321,17.7981651376147,58.6880733944954,26.1467889908257,59.6788990825688,46.7798165137615,7.26605504587156,38.1743119266055,16.0733944954128,48.4128440366973,34.0366972477064,16.3394495412844,42.9908256880734,25.7981651376147,16.045871559633,35.3761467889908,65.3211009174312,17.0091743119266,20,19.9449541284404,20.9633027522936,29.2385321100917,0,0,15.2660550458716,26.0366972477064,70.2844036697248,70.5412844036697,60.6238532110092,51.5412844036697,60.8256880733945,44.6146788990826,76.7614678899083,53,111.422018348624,540.166666666667,0,0,0
"m4",278,278,0,2,0,0,1.29136690647482,0.00714871141061834,1.99640287769784,5.00719424460432,31.931654676259,0.477661870503597,0.416625899280576,0.421764720477284,0.426398154241642,0.428023094652399,0.00359712230215827,0.147482014388489,0.0000147482014388489,0.0000163309352517986,0.000015226618705036,0.892086330935252,8.50359712230216,82.0503597122302,799.647482014389,55.6115107913669,62.7410071942446,449.478417266187,0.0611510791366906,0.039568345323741,0.0143884892086331,10.158273381295,15.7625899280576,6.73021582733813,26.8273381294964,18.0647482014388,15.7014388489209,20.8741007194245,18.0827338129496,47.1798561151079,13.3057553956835,19.3597122302158,10.2302158273381,18.8129496402878,43.4064748201439,25.2158273381295,23.2877697841727,19.2697841726619,26.6870503597122,69.0179856115108,17.2697841726619,57.1438848920863,27.1151079136691,64.0323741007194,33.0215827338129,5.5431654676259,24.8669064748201,15.7553956834532,45.5647482014388,24.1258992805755,14.4748201438849,34.3309352517986,20.1942446043165,17.5395683453237,29.1942446043165,80.8812949640288,15.5971223021583,20.7877697841727,21.726618705036,17.8129496402878,23.1294964028777,0,0,6.55755395683453,22.4928057553957,30.7338129496403,25.6654676258993,22.910071942446,28.4928057553957,43.3453237410072,35.7446043165468,19.8093525179856,30.5107913669065,32.4820143884892,428.478417266187,2,2,4
"d147",27,27,0,1,0,0,14.7037037037037,0.037037037037037,1.40740740740741,3.2962962962963,26.7037037037037,0.438148148148148,0.4,0.403344444444444,0.412364743818286,0.422142496361521,0,0.037037037037037,0.0000037037037037037,0.00000592592592592593,0.0000114074074074074,0.888888888888889,8.37037037037037,77,793.259259259259,60.4444444444444,68.0740740740741,467.333333333333,0.037037037037037,0.037037037037037,0,10,14.1851851851852,7.07407407407407,23.1481481481481,16.1851851851852,16.5185185185185,18.037037037037,16.4074074074074,34,12.3333333333333,19.6296296296296,9.14814814814815,15.4444444444444,46.6296296296296,26.2592592592593,26.5925925925926,21.7407407407407,28.1851851851852,111.481481481481,15.0740740740741,40.8518518518519,21.7407407407407,60.1851851851852,31.8148148148148,6.03703703703704,40.1851851851852,13.7037037037037,36.2592592592593,26.5925925925926,31.7407407407407,35,20.6296296296296,17.5925925925926,28.2592592592593,36.8148148148148,64.2592592592593,20,21.8888888888889,14.6666666666667,24.8148148148148,0,0,4.55555555555556,17.7407407407407,33.8148148148148,25.4074074074074,26.4444444444444,29.2962962962963,44.5185185185185,38.8148148148148,21.962962962963,33.4444444444444,31.5555555555556,450.703703703704,0,0,0
"m5",295,295,0,3,0,0,1.43728813559322,0.0101454501742998,1.87796610169492,4.4135593220339,34.0372881355932,0.480135593220339,0.425908474576271,0.418837288135593,0.424868508474576,0.428692618291618,0.0135593220338983,0.155932203389831,0.0000155932203389831,0.000014271186440678,0.0000150779661016949,0.823728813559322,8.67796610169492,85.9423728813559,849.118644067797,58.1423728813559,65.9864406779661,481.749152542373,0.159322033898305,0.115646258503401,0.0610169491525424,10.7084745762712,16.0203389830508,7.23389830508475,29.9457627118644,17.2983050847458,16.0983050847458,20.6203389830508,17.6135593220339,50.9118644067797,14.5220338983051,19.1152542372881,11.3457627118644,18.1898305084746,47.5898305084746,26.3898305084746,25.6271186440678,19.3220338983051,29.2169491525424,62.6881355932203,17.0135593220339,59.8949152542373,31.8745762711864,69.1118644067797,34.8847457627119,6.09491525423729,26.2677966101695,15.7220338983051,53.9423728813559,28.3559322033898,16.1050847457627,34.7559322033898,20.7864406779661,18.5627118644068,29.5152542372881,79.4135593220339,14.0135593220339,21.3423728813559,22.464406779661,16.664406779661,24.0745762711864,0,0.00346020761245675,6.87118644067797,22.8542372881356,32.1152542372881,27.0440677966102,25.1254237288136,31,46.9118644067797,38.7525423728814,21.4372881355932,33.6135593220339,34.1220338983051,453.037288135593,2,2,8
"m6",365,365,0,3,0,0,1.37534246575342,0.00821917808219178,1.91506849315068,6.17260273972603,38.2876712328767,0.44986301369863,0.436370846978153,0.429977636390895,0.438110430303581,0.43916503578959,0.0136986301369863,0.191780821917808,0.0000191780821917808,0.0000226301369863014,0.0000204191780821918,0.857534246575342,8.5013698630137,87.2739726027397,835.002739726027,56.1753424657534,61.558904109589,449.98904109589,0.131506849315068,0.0876712328767123,0.0575342465753425,11.4630136986301,14.9671232876712,6.5972602739726,25.2630136986301,16.3534246575342,14.3287671232877,18.6739726027397,16.7013698630137,53.4575342465753,13.3643835616438,17.4301369863014,10.2602739726027,17.4684931506849,45.0246575342466,25.4219178082192,23.5479452054795,17.3178082191781,27.5671232876712,68.2657534246575,15.4547945205479,63.4767123287671,29.1945205479452,68.786301369863,33.9287671232877,5.4958904109589,26.9698630136986,15.3068493150685,50.0164383561644,24.0931506849315,16.1205479452055,35.8054794520548,21.0931506849315,16.8712328767123,30.1315068493151,91.8,18.3972602739726,19.158904109589,20.2246575342466,16.041095890411,23.9945205479452,0.00338983050847458,0.00280898876404494,5.40547945205479,22.9753424657534,30.9397260273973,24.4164383561644,22.1095890410959,28.6164383561644,41.4630136986301,34.6958904109589,19.972602739726,29.7835616438356,32.5753424657534,435.019178082192,4,4,11
"d204",10,10,0,1,0,0,5.4,0.0931034482758621,1.9,3.2,23.8,0.416,0.4266,0.40891,0.408922,0.415070136842105,0,0.1,0.00001,0.000006,0.0000134,1.4,8.8,70.2,779.5,63.6,67.8,567.8,0,0,0,20.4,8.7,7.5,19,8,10,7.6,4.9,32.9,16.3,9,8.1,9.7,48.9,33.5,27.6,13.2,36,86,6.6,31.7,18.8,36.9,34.2,7,28.1,13.7,36.8,33.9,18.2,37.9,20.2,15.8,27,59.8,12.1,13.3,16.3,7,28.1,0,0,4.9,43.2,37.6,27.3,31.2,35.4,53,42.1,22.9,33.5,38.4,526.8,0,0,0
"m9",640,640,0,4,0,0,1.26905132192846,0.00621707963159668,1.88024883359253,6.03110419906687,40.4510108864697,0.467309486780715,0.434590979782271,0.433705897229133,0.441120869536293,0.440734872886317,0.0124416796267496,0.186625194401244,0.0000186625194401244,0.0000217884914463453,0.000020755832037325,0.917573872472784,8.70606531881804,88.9937791601866,868.351477449456,58.1150855365474,61.2177293934681,458.054432348367,0.136858475894246,0.105919003115265,0.0622083981337481,11.0264385692068,15.3141524105754,7.11197511664075,24.8475894245723,17.5598755832037,15.4883359253499,19.6236391912908,17.9486780715397,48.7822706065319,13.1772939346812,18.6656298600311,10.1975116640746,18.0513219284603,43.8569206842924,25.9160186625194,24.746500777605,18.4059097978227,27.5614307931571,66.0202177293935,17.0108864696734,60.7822706065319,29.2674961119751,71.3001555209953,34.0077760497667,5.63297045101089,28.2208398133748,16.2270606531882,48.9922239502333,24.1804043545879,13.5381026438569,35.1415241057543,20.9844479004666,17.3623639191291,30.49300155521,84.6765163297045,16.4261275272162,19.4883359253499,20.0746500777605,17.1088646967341,24.4261275272162,0.00186567164179104,0.00476190476190476,6.41835147744946,24.4494556765163,31.3561430793157,24.4541213063764,22.0326594090202,28.7527216174184,42.3265940902022,35.9409020217729,20.2783825816485,30.0248833592535,33.4556765163297,442.320373250389,8,9,11
"m12",460,460,0,4,0,0,1.53648068669528,0.0106559636646949,1.90772532188841,5.6824034334764,39.3841201716738,0.469248927038627,0.433857657181213,0.435397264544997,0.441356863804443,0.442215633832901,0.0214592274678112,0.216738197424893,0.0000216738197424893,0.0000240772532188841,0.0000224678111587983,0.869098712446352,8.58583690987125,87.3969957081545,838.523605150215,57.0643776824034,59.8025751072961,443.748927038627,0.124463519313305,0.0901287553648069,0.0536480686695279,10.6158798283262,15.8583690987124,6.7381974248927,23.1952789699571,17.8969957081545,15.3841201716738,20.3497854077253,17.980686695279,58.0901287553648,13.0858369098712,18.3948497854077,10.3326180257511,18.3755364806867,48.5,24.3261802575107,21.1802575107296,17.8412017167382,26.8798283261803,74.9291845493562,17.3261802575107,62.1287553648069,30.1587982832618,63.0450643776824,33.8004291845494,5.22317596566524,26.774678111588,14.6952789699571,51.6480686695279,22.5965665236052,13.4484978540773,35.8669527896996,20.6416309012876,18.2660944206009,31.9957081545064,96.5021459227468,18.8540772532189,21.2381974248927,21.9721030042918,17.4570815450644,23.9914163090129,0,0.00436681222707424,5.53862660944206,24.8261802575107,30.9012875536481,23.0965665236052,20.5836909871245,28.2296137339056,43.0579399141631,34.4871244635193,19.0021459227468,28.5364806866953,32.8369098712446,428.667381974249,5,7,24
"d442",50,50,0,1,0,0,1.84313725490196,0.0357554786620531,1.23529411764706,3.76470588235294,26.9019607843137,0.42156862745098,0.424921568627451,0.418828825233176,0.41404689678001,0.416078354979178,0,0.176470588235294,0.0000176470588235294,0.0000143137254901961,0.000012078431372549,0.686274509803922,6.70588235294118,64,650.156862745098,44.2352941176471,47.9607843137255,363.294117647059,0.137254901960784,0.117647058823529,0.0196078431372549,8.72549019607843,11.8627450980392,4.98039215686275,23.078431372549,14.5098039215686,11.0980392156863,16.2745098039216,10.4705882352941,38.1176470588235,10.1960784313725,16.0196078431373,6.94117647058824,13.5686274509804,40.1764705882353,21.2941176470588,17.8039215686275,15.6274509803922,20.6274509803922,58.2156862745098,13.3529411764706,42.2549019607843,23.0588235294118,63.9607843137255,26.0980392156863,3.72549019607843,21.7058823529412,12.2549019607843,39.5490196078431,19.7058823529412,10.4509803921569,28.0196078431373,15.7058823529412,12.6078431372549,23.8235294117647,37.843137254902,8.35294117647059,15.843137254902,17.6078431372549,14.0588235294118,18.5098039215686,0,0,5.29411764705882,14.0196078431373,24.9607843137255,21.5882352941176,18.2745098039216,24.0980392156863,33.1764705882353,28.9607843137255,17.9411764705882,25.156862745098,26,345.294117647059,1,1,1
"y1.5",252,252,0,1,0,0,1.63779527559055,0.0078177727784027,1.81889763779528,5.75590551181102,41.3740157480315,0.503897637795276,0.441971128608924,0.436348428856095,0.442255981014104,0.443931356130478,0.015748031496063,0.161417322834646,0.0000161417322834646,0.0000209448818897638,0.0000206889763779528,0.850393700787402,8.49606299212598,88.3503937007874,866.181102362205,52.4645669291339,58.1889763779528,454.988188976378,0.114173228346457,0.0708661417322835,0.0275590551181102,11.7125984251969,16.6220472440945,6.8740157480315,24.3425196850394,17.2322834645669,15.7204724409449,20.5236220472441,17.8188976377953,48.2952755905512,13.4448818897638,19.3110236220472,10.1062992125984,17.9842519685039,42.488188976378,26.7755905511811,23.988188976378,17.5944881889764,28.0905511811024,67.1259842519685,17.0905511811024,57.5,27.8818897637795,65.1614173228347,33.011811023622,5.44488188976378,29.8425196850394,14.8346456692913,47.2874015748031,23.3149606299213,15.2992125984252,34.9488188976378,20.996062992126,16.9803149606299,30.3110236220472,77.9842519685039,24.3503937007874,20.0314960629921,20.003937007874,17.5708661417323,24.2165354330709,0,0.00806451612903226,7.5511811023622,23.0551181102362,30.7677165354331,22.9685039370079,20.6456692913386,27.6181102362205,40.5314960629921,34.1732283464567,19.3425196850394,28.1692913385827,31.8818897637795,438.393700787402,1,1,2
"m20",59,59,0,1,0,0,1.05084745762712,0.000822903255776914,1.96610169491525,6.47457627118644,46.2372881355932,0.433728813559322,0.425254237288136,0.43961296010957,0.448914515532482,0.457877525328933,0,0.322033898305085,0.0000322033898305085,0.0000266101694915254,0.0000288305084745763,1.03389830508475,8.50847457627119,88.2033898305085,909.135593220339,55.4576271186441,65.5762711864407,491.101694915254,0.203389830508475,0.169491525423729,0.0677966101694915,12.4237288135593,14.6271186440678,7.71186440677966,29.4237288135593,20.2033898305085,17.2203389830508,22.0677966101695,19.8135593220339,65.2372881355932,13.0338983050847,19.8135593220339,10.2033898305085,19.6271186440678,49.7118644067797,27.4576271186441,26.0508474576271,21.6440677966102,28.6779661016949,80.4576271186441,18.8474576271186,62.1694915254237,31.7118644067797,90.0169491525424,37.8305084745763,5.47457627118644,37.1016949152542,18.2203389830508,57.5593220338983,26.5254237288136,20.1694915254237,36.9322033898305,21.7627118644068,17.728813559322,32.7457627118644,119.305084745763,30.2033898305085,19.2033898305085,22,19.8983050847458,26.3559322033898,0.0196078431372549,0.0350877192982456,12.6101694915254,23.1694915254237,32.9152542372881,26.5932203389831,21.3050847457627,30.2542372881356,42.6440677966102,37.4406779661017,22.3559322033898,29.9322033898305,34.728813559322,446.898305084746,1,2,2
"d801",61,61,0,1,0,0,1.61290322580645,0.0225806451612903,1.35483870967742,3.32258064516129,24.3064516129032,0.488225806451613,0.420838709677419,0.413057629519409,0.413048313398958,0.41058951937861,0.0161290322580645,0.145161290322581,0.0000145161290322581,0.000015,0.0000126129032258065,0.548387096774194,5.75806451612903,54.758064516129,526.112903225806,36.7096774193548,40.2903225806452,308.048387096774,0.0483870967741935,0.032258064516129,0.0161290322580645,7.24193548387097,11,4.04838709677419,20.1129032258065,11.7258064516129,10.4032258064516,15.2096774193548,10.4516129032258,40.3870967741936,8.74193548387097,13.4354838709677,7.43548387096774,12.2741935483871,34.3709677419355,17.4516129032258,14.0645161290323,13.4193548387097,19.2096774193548,71.5806451612903,11.0483870967742,43,24.1290322580645,52.0967741935484,22.5,3.45161290322581,20.4032258064516,9.74193548387097,35.3870967741936,15.6935483870968,8.80645161290323,22.9193548387097,13.5645161290323,11.3709677419355,19.4516129032258,77.3548387096774,16.3548387096774,15.7741935483871,16.5806451612903,11.9838709677419,16.2258064516129,0,0,3.5,13.9677419354839,19.3225806451613,15.5483870967742,14.2258064516129,18.7741935483871,26.9193548387097,23.2741935483871,13.5161290322581,17.7903225806452,20.758064516129,294.548387096774,1,3,3
"y2.5",52,52,0,1,0,0,2.19230769230769,0.0192307692307692,2.67307692307692,6.42307692307692,50.7115384615385,0.413269230769231,0.424057692307692,0.427175,0.445280200657859,0.452319874987173,0,0.173076923076923,0.0000173076923076923,0.0000317307692307692,0.0000306153846153846,0.711538461538462,7.76923076923077,89.8076923076923,854.538461538462,65.3076923076923,68.6730769230769,451.096153846154,0.115384615384615,0.0961538461538462,0.0769230769230769,9.03846153846154,18.25,7.82692307692308,28.1538461538462,23.0576923076923,18.4230769230769,24.7307692307692,28.1346153846154,80.3461538461538,12.9807692307692,21.9615384615385,11.25,28.3076923076923,54.1923076923077,23.0961538461538,18.3846153846154,20.7692307692308,26.8653846153846,90.4423076923077,20.5961538461538,85.8076923076923,41.1153846153846,89.5192307692308,34.9230769230769,5.67307692307692,25.4423076923077,18.3269230769231,65.9807692307692,24.0576923076923,15.0769230769231,37.0576923076923,21.7307692307692,21.1153846153846,35.2884615384615,132.884615384615,15.0384615384615,24.8846153846154,26.25,23.3653846153846,24.6346153846154,0,0,6.76923076923077,31.7115384615385,34.9615384615385,27.8269230769231,24.7115384615385,30.1923076923077,53.9807692307692,42.9615384615385,23.9807692307692,34.4038461538462,38.5576923076923,438.192307692308,0,0,0
"y3",93,93,0,1,0,0,1.60215053763441,0.010752688172043,2.41935483870968,6.35483870967742,39.741935483871,0.558064516129032,0.447344086021505,0.440272043010753,0.442115268817204,0.439992780222008,0.010752688172043,0.258064516129032,0.0000258064516129032,0.0000229032258064516,0.000022,0.795698924731183,8.68817204301075,89,830.903225806452,58.3763440860215,64.9247311827957,458.537634408602,0.193548387096774,0.172043010752688,0.0752688172043011,13.5161290322581,15.0645161290323,7.59139784946237,30.258064516129,18.7204301075269,15.1290322580645,20.9462365591398,20.1827956989247,49.3763440860215,13.1075268817204,20.8494623655914,10.2150537634409,21.0752688172043,45.6559139784946,26.0430107526882,24.7204301075269,18.5806451612903,28.3548387096774,58.2043010752688,18.0322580645161,67.1720430107527,33.0322580645161,90.505376344086,34.8387096774194,5.73118279569892,27.3655913978495,17.6344086021505,53.0645161290323,25.4193548387097,13.1720430107527,35.6021505376344,19.3225806451613,17.6236559139785,30.9569892473118,80.8172043010753,12.6344086021505,21.4086021505376,21.494623655914,18.6129032258065,23.3655913978495,0,0,7.96774193548387,24.6021505376344,32.7956989247312,25.9139784946237,23.3870967741935,29.5483870967742,40.4731182795699,35.5913978494624,21.4086021505376,30.2258064516129,35.3870967741936,445.354838709677,1,1,1
"d1584",28,28,0,1,0,0,1.71428571428571,0.0349854227405248,1.92857142857143,4.96428571428571,25.5357142857143,0.457857142857143,0.406571428571429,0.418454291382645,0.428758824472645,0.431347268602618,0,0.178571428571429,0.0000178571428571429,0.0000178571428571429,0.0000176785714285714,0.714285714285714,7.17857142857143,66.4285714285714,657.678571428571,41.8571428571429,49.6785714285714,330.964285714286,0.214285714285714,0.111111111111111,0.0357142857142857,13.3928571428571,9.53571428571429,6.5,32.5357142857143,22.7857142857143,15.7857142857143,18.8571428571429,21.7857142857143,40.75,8.85714285714286,20.2142857142857,7.75,23.1428571428571,34.2857142857143,17.8928571428571,18.6428571428571,17.6785714285714,22.7142857142857,66.8214285714286,16.4285714285714,52.1428571428571,28.6785714285714,101.321428571429,24.4642857142857,3.89285714285714,24.7142857142857,18.8214285714286,46.3928571428571,18.7142857142857,12.5714285714286,25,14.6785714285714,13.7142857142857,23.3928571428571,75.2142857142857,10.4642857142857,18.8928571428571,19.25,17,18.7857142857143,0,0,4.92857142857143,19.0714285714286,23.1071428571429,20.3928571428571,16.5714285714286,22.1428571428571,30.6428571428571,27.7142857142857,14.9285714285714,21.6428571428571,25.5,313.321428571429,0,0,0
"y5",20,20,0,1,0,0,1.95,0.05,2.15,4.35,59.8,0.42,0.42455,0.438025,0.45661,0.47506413552458,0,0.1,0.00001,0.0000275,0.00003465,1,7.9,94.35,962.3,56.55,62.55,416.45,0.1,0,0,12.15,16.35,6.15,11.55,16.2,16.25,18.85,16.4,102.95,13.95,16,12.15,18.9,68.6,17.75,12.3,16.95,29,107.85,16.4,72.25,36.6,40.15,32.9,5.15,22.25,13.6,73.8,15.6,8.2,36.75,22.25,27.7,39.9,177.85,9.55,21.9,24.3,15.15,24.85,0,0,4.9,24.8,26.95,21.95,23.2,27.7,42.8,34.9,18.75,31.1,32.9,414.6,0,0,0
